,모집 제목,회사,link,위치,필요 조건,마감일
5816,(주)클러쉬 Cloud Engineer 채용,㈜클러쉬,https://www.jobkorea.co.kr/Recruit/GI_Read/48307152?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5817&sc=630,서울 강남구,경력3년↑,01/30
5817,AI Research Engineer 엔지니어 채용,메가존클라우드㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48449005?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5818&sc=630,경기 과천시,경력2년↑,01/30
5818,Site Reliability Engineer,㈜보이저,https://www.jobkorea.co.kr/Recruit/GI_Read/48402558?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5819&sc=630,서울 구로구,경력7년↑,02/12
5819,Azure Account SA (Pre-sales),메가존클라우드㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48393625?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5820&sc=630,경기 과천시,경력3년↑,01/30
5821,클라우드 인프라 엔지니어,아타드㈜(ATAD Corp.,https://www.jobkorea.co.kr/Recruit/GI_Read/48472782?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5822&sc=630,서울 송파구 외 2,경력3년↑,02/22
5822,[칵테일아이오] Cloud Native 엔지니어 경력직 채용 (3년 이상),칵테일아이오(주),https://www.jobkorea.co.kr/Recruit/GI_Read/48448887?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5823&sc=630,서울 강남구,경력3년↑,02/19
5823,[세미에이아이] 인프라 솔루션 엔지니어 채용(경력 3년 이상 8년 이하),㈜세미에이아이,https://www.jobkorea.co.kr/Recruit/GI_Read/48382304?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5824&sc=630,서울 송파구,경력3년↑,02/08
5824,AWS Account SA,메가존클라우드㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48207137?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5825&sc=630,경기 과천시,경력3년↑,01/30
5825,[삼성전자GMO] GCP 운영 TA · 데이터 엔지니어 모집,마이데이터,https://www.jobkorea.co.kr/Recruit/GI_Read/48487793?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5826&sc=630,서울 서초구,경력6년↑,02/25
5826,클라우드 엔지니어 (시니어),㈜엑심베이,https://www.jobkorea.co.kr/Recruit/GI_Read/48359934?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5827&sc=630,서울 구로구,경력7년↑,01/31
5827,[BANDI SNC] 엔드포인트 보안 엔지니어,반디에스앤씨㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48348447?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5828&sc=630,서울 성동구,신입,02/04
5828,"Cloud Security(클라우드 보안, 금융 보안)",메가존클라우드㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48352471?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5829&sc=630,경기 과천시,경력1년↑,01/30
5829,SaaS 엔지니어,㈜안랩클라우드메이트,https://www.jobkorea.co.kr/Recruit/GI_Read/48431471?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5830&sc=630,경기 과천시,경력2년↑,03/17
5830,[프리랜서 ] AWS cloud infra 운영 및 관리,블록스㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48501248?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5831&sc=630,인천 연수구,경력,02/27
5831,KOLAS SW 분야 시험 실무자(시험자),㈔한국녹색기후기술원,https://www.jobkorea.co.kr/Recruit/GI_Read/48395065?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5832&sc=630,서울 송파구,경력4년↑,02/11
5832,SKT Azure CosmosDB(Nosql) 엔지니어 모집(고특급),마이데이터,https://www.jobkorea.co.kr/Recruit/GI_Read/48491124?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5833&sc=630,서울 구로구,경력8년↑,02/26
5833,전기차 급속/초급속 충전기 하드웨어 설계전문가,엘에스이링크㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48495306?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5834&sc=630,서울 용산구,경력6년↑,02/26
5834,[충북 오창] 공공기관 클라우드센터 운영 경력자 모집 장기근무,㈜이노스트,https://www.jobkorea.co.kr/Recruit/GI_Read/48427063?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5835&sc=630,충북 청주시,경력6년↑,02/15
5835,[충북 오창] 공공   클라우드센터 운영 경력자 모집 장기근무,㈜이노스트,https://www.jobkorea.co.kr/Recruit/GI_Read/48461024?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5836&sc=630,충북 청주시,경력5년↑,02/21
5836,클라우드 인프라 엔지니어 경력 채용,㈜알엠에쓰플렛폼,https://www.jobkorea.co.kr/Recruit/GI_Read/48482123?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5837&sc=630,서울 마포구,경력2년↑,02/25
5837,Cloud Security Engineer(중국어 가능자 우대),메가존클라우드㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48456975?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5838&sc=630,경기 과천시,경력2년↑,01/30
5838,(경력) 클라우드 기반 인프라 구축/운영자 채용(면접비 지급),㈜데이터유니버스,https://www.jobkorea.co.kr/Recruit/GI_Read/48451406?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5839&sc=630,서울 영등포구,경력3년↑,01/30
5839,[클루커스] GCP Engineer (신입) 모집,㈜클루커스,https://www.jobkorea.co.kr/Recruit/GI_Read/48418375?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5840&sc=630,서울 강남구 외 2,신입,01/30
5840,"[IT 강사 채용] 클라우드, 인공지능 강사",스타트업코드,https://www.jobkorea.co.kr/Recruit/GI_Read/48236904?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5841&sc=630,서울 동대문구,경력무관,01/30
5841,클라우드 시스템 엔지니어 (System Engineer) 채용,디딤365㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48368408?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5842&sc=630,서울 구로구,신입·경력2년↑,03/08
5842,정보보호 담당자,디어유,https://www.jobkorea.co.kr/Recruit/GI_Read/48397892?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5843&sc=630,서울 강남구,경력10년↑,02/11
5843,"[ 초긴급 ,,,,   SCM업무  DB설계(오라클)/컨설팅경험자 - 수원 ]",㈜아이티사람들,https://www.jobkorea.co.kr/Recruit/GI_Read/48496632?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5844&sc=630,경기 수원시,경력10년↑,02/07
5844,2026년 전산팀 경력사원 채용공고,앨트웰㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48332824?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5845&sc=630,서울 강남구,경력1년↑,02/01
5845,클라우드 운영,㈜에스원삼성그룹,https://www.jobkorea.co.kr/Recruit/GI_Read/48498569?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5846&sc=630,서울 중구,경력5년↑,02/27
5846,클라우드 인프라 엔지니어(경력) 채용,메이븐클라우드서비스㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48380608?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5847&sc=630,서울 구로구,경력3년↑,02/08
5847,구매 및 자재관리 (포항),㈜폴라리스쓰리디,https://www.jobkorea.co.kr/Recruit/GI_Read/48454369?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5848&sc=630,경북 포항시,경력3년↑,02/17
5848,AI Project Manager,㈜데이터디자인엔지니어링,https://www.jobkorea.co.kr/Recruit/GI_Read/48502467?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5849&sc=630,서울 구로구,경력2년↑,02/27
5849,[AROMATICA/뷰티브랜드] 제품 개발 매니저,㈜아로마티카,https://www.jobkorea.co.kr/Recruit/GI_Read/48353339?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5850&sc=630,서울 강남구,경력8년↑,02/05
5850,[이비즈테크] 클라우드 엔지니어 신입 사원 모집,이비즈테크,https://www.jobkorea.co.kr/Recruit/GI_Read/48359090?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5851&sc=630,서울 마포구,신입,02/05
5851,"클라우드, CDN 엔지니어 경력직을 모십니다.",㈜스피디,https://www.jobkorea.co.kr/Recruit/GI_Read/48316719?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5852&sc=630,경기 성남시,경력3년↑,01/30
5852,[글로우서울 / 본사] AI 워크플로우 이노베이터,㈜글로우서울,https://www.jobkorea.co.kr/Recruit/GI_Read/48498397?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5853&sc=630,서울 용산구,경력무관,03/29
5853,[이테크시스템]  클라우드 보안 솔루션(SASE) 엔지니어 모집,㈜이테크시스템,https://www.jobkorea.co.kr/Recruit/GI_Read/48353542?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5854&sc=630,서울 중구,경력무관,02/05
5854,Salesforce Sales & Service Cloud Consultant(경력) 모집,㈜밀버스,https://www.jobkorea.co.kr/Recruit/GI_Read/48396047?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5855&sc=630,서울 강남구,경력5년↑,02/11
5855,[다산네트웍스] 전장사업부 부문별 채용,㈜다산네트웍스,https://www.jobkorea.co.kr/Recruit/GI_Read/48497481?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5856&sc=630,경기 성남시,경력3년↑,03/29
5856,경력사원 채용 모집(클라우드 TA/SA),㈜위버시스템즈,https://www.jobkorea.co.kr/Recruit/GI_Read/48457517?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5857&sc=630,경기 수원시,신입·경력3년↑,02/22
5857,[정자] SK하이닉스 AI플랫폼 개발(고급),씨앤토트플러스㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48498391?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5858&sc=630,경기 성남시,경력7년↑,02/08
5858,증권사 운영(SM),㈜자이트솔루션,https://www.jobkorea.co.kr/Recruit/GI_Read/48501492?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5859&sc=630,서울 영등포구,경력3년↑,02/27
5859,SI/SM 업무,㈜오륜디지탈,https://www.jobkorea.co.kr/Recruit/GI_Read/48496961?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5860&sc=630,서울 송파구 외 2,경력3년↑,02/03
5860,[SOOP] SRE Engineer,"㈜숲(SOOP CO., LTD.)",https://www.jobkorea.co.kr/Recruit/GI_Read/48440320?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5861&sc=630,서울 서초구,경력7년↑,02/01
5861,[SOOP] DR / BCM,"㈜숲(SOOP CO., LTD.)",https://www.jobkorea.co.kr/Recruit/GI_Read/48440340?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5862&sc=630,서울 서초구,경력7년↑,02/01
5863,V01006. JAVA 비금융권(공공/제조/유통 등) 개발 및 운영 - SI-SM,㈜베스티아소프트,https://www.jobkorea.co.kr/Recruit/GI_Read/48501090?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5864&sc=630,서울 중구,경력무관,02/27
5864,"증권사 차세대시스템 (SI) 개발 ProFrame C ( 여의도 , 12개월)",㈜솔루원,https://www.jobkorea.co.kr/Recruit/GI_Read/48498223?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5865&sc=630,서울 강남구,경력3년↑,02/05
5865,[IT 취업연계 국비지원교육] 더존비즈온 클라우드엔지니어 부트캠프,클라우드 자바 IT국비지원 무료교육,https://www.jobkorea.co.kr/Recruit/GI_Read/48466481?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5866&sc=630,서울 종로구 외 4,경력무관,03/23
5866,대전 LGES RnD 개발 java react,위쉬정보기술㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48500402?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5867&sc=630,서울 구로구,경력무관,02/27
5867,기흥 개인정보 암호화 프로젝트 개발 java,위쉬정보기술㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48497704?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5868&sc=630,서울 구로구,경력무관,02/27
5868,(경력 4년-10년차) 웹 서비스 백엔드 개발,㈜피어라인,https://www.jobkorea.co.kr/Recruit/GI_Read/48501870?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5869&sc=630,서울 금천구,경력4년↑,01/30
5869,증권사 집합투자 개발 및 운영 -증권사 펀드 경력필수,㈜오륜디지탈,https://www.jobkorea.co.kr/Recruit/GI_Read/48496985?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5870&sc=630,서울 영등포구,경력7년↑,02/03
5870,남대문 롯데손해보험 사이트 운영 java,위쉬정보기술㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48499934?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5871&sc=630,서울 구로구,경력무관,02/27
5871,을지로 롯데카드 사이트 운영 java vue,위쉬정보기술㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48499906?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5872&sc=630,서울 구로구,경력무관,02/27
5872,[2026년] 신성장사업개발본부 정규직 경력사원 채용,GS건설㈜GS그룹,https://www.jobkorea.co.kr/Recruit/GI_Read/48421411?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5873&sc=630,서울 종로구,경력5년↑,01/30
5873,종각 고객사 ERP/MES 시스템 운영 C#,위쉬정보기술㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48497860?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5874&sc=630,서울 구로구,경력무관,02/27
5874,"보험사 요금 운영- 입금,지급,보전 등 기간계 경험자",㈜오륜디지탈,https://www.jobkorea.co.kr/Recruit/GI_Read/48496995?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5875&sc=630,서울 종로구,경력4년↑,02/03
5875,"은행 글로벌정보 운영- 초급, Java,SQL",㈜오륜디지탈,https://www.jobkorea.co.kr/Recruit/GI_Read/48503359?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5876&sc=630,서울 마포구,경력2년↑,02/02
5876,대전/React/Springboot경험자,㈜첫눈소프트,https://www.jobkorea.co.kr/Recruit/GI_Read/48498196?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5877&sc=630,대전 동구,경력9년↑,02/27
5877,강서/마곡/항공관련경험자,㈜첫눈소프트,https://www.jobkorea.co.kr/Recruit/GI_Read/48498268?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5878&sc=630,서울 강서구,경력3년↑,02/27
5878,"[ 초긴급 ,,,, (JAVA & Typescript)모두 능숙자 -  수원  ]",㈜아이티사람들,https://www.jobkorea.co.kr/Recruit/GI_Read/48496642?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5879&sc=630,경기 수원시,경력7년↑,01/31
5879,에스텍시스템 ERP 개발/운영 경력사원 구인,㈜ 에스텍시스템,https://www.jobkorea.co.kr/Recruit/GI_Read/48501625?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5880&sc=630,서울 강남구,경력3년↑,02/27
5880,여의도/보험사/이노룰스경험자,㈜첫눈소프트,https://www.jobkorea.co.kr/Recruit/GI_Read/48499048?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5881&sc=630,서울 영등포구,경력9년↑,02/27
5881,[LG전자]LG닷컴 글로벌 사이트 통합어드민 프로젝트,㈜코어메이드,https://www.jobkorea.co.kr/Recruit/GI_Read/48502107?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5882&sc=630,서울 강서구,경력8년↑,03/29
5882,C/Proframe/증권사/여의도/금일마감,㈜첫눈소프트,https://www.jobkorea.co.kr/Recruit/GI_Read/48500024?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5883&sc=630,서울 영등포구,경력4년↑,02/27
5883,"대응개발/여의도/3.2-27.2.28/초급8명,중급4명/증빙/증권경험외 상세참조/.",조인아이티,https://www.jobkorea.co.kr/Recruit/GI_Read/48499412?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5884&sc=630,서울 영등포구,경력2년↑,02/27
5884,[여의도] 증권사 퇴직연금 구축 SI 개발 프리랜서 채용(JAVA or C# 고급),㈜윈스,https://www.jobkorea.co.kr/Recruit/GI_Read/48501189?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5885&sc=630,서울 영등포구,경력무관,02/27
5885,"지방-생성형 AI 플랫폼 구축 / LLM 프롬프트,java /중급 /2.23-5,7개월",베스트소프트,https://www.jobkorea.co.kr/Recruit/GI_Read/48501696?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5886&sc=630,서울 구로구 외 1,경력4년↑,02/27
5886,C#/닷넷/여의도/퇴직연금경험자,㈜첫눈소프트,https://www.jobkorea.co.kr/Recruit/GI_Read/48501915?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5887&sc=630,서울 영등포구,경력9년↑,02/27
5887,C++/구디역/판교/계룡시/최대40개월,㈜첫눈소프트,https://www.jobkorea.co.kr/Recruit/GI_Read/48499974?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5888&sc=630,서울 구로구,경력6년↑,02/27
5888,정자역 SK하이닉스 AI 운영 python,위쉬정보기술㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48498403?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5889&sc=630,서울 구로구,경력무관,02/27
5889,Linux 서버 및 GPU 인프라 엔지니어 모집,㈜베이직 인터내셔널,https://www.jobkorea.co.kr/Recruit/GI_Read/48459401?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5890&sc=630,서울 금천구,경력7년↑,02/06
5890,'측위 S/W 개발' 경력직 채용,에이치엘로보틱스㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48501035?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5891&sc=630,경기 성남시,경력,02/03
5891,'전기전자 H/W 설계 및 개발' 경력직 채용,에이치엘로보틱스㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48500961?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5892&sc=630,경기 성남시,경력,02/03
5892,지방/제주도/금융/계정계경험자/체제비제공,㈜첫눈소프트,https://www.jobkorea.co.kr/Recruit/GI_Read/48503389?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5893&sc=630,제주 제주시,경력9년↑,02/27
5893,[경력] 생산 관리 및 생산 프로그램 담당자,㈜씨어스테크놀로지,https://www.jobkorea.co.kr/Recruit/GI_Read/48501105?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5894&sc=630,경기 평택시,경력5년↑,02/27
5894,산업별/지역별 SI/SM 프로젝트 안내,㈜가치정보기술,https://www.jobkorea.co.kr/Recruit/GI_Read/48499372?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5895&sc=630,서울 강남구,경력3년↑,02/27
5895,C# 소프트웨어 개발 경력직 모집,메이츠소프트㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48503347?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5896&sc=630,서울 영등포구,경력5년↑,02/27
5896,"1. 증권,은행,보험,카드/Java/DBA/DA/SA/DW/IOS/Android/TA/AA/기획/디자인",토피아정보기술㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48503794?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5897&sc=630,서울 금천구,경력,01/30
5898,"운영/선릉역/02-12MM/초급1명,중급1명/React,Next.js/필수,우대등 상세참조",㈜조인아이티,https://www.jobkorea.co.kr/Recruit/GI_Read/48503866?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5899&sc=630,서울 강남구,경력2년↑,02/27
5899,한화손해보험  자동차계약 운영으로  채용 합니다,포스켄㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48502215?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5900&sc=630,서울 영등포구,경력9년↑,01/30
5901,[클루커스] Microsoft 365 프로젝트 엔지니어 모집,㈜클루커스,https://www.jobkorea.co.kr/Recruit/GI_Read/48457165?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5902&sc=630,서울 강남구 외 2,신입·경력1년↑,01/30
5904,[클루커스] Microsoft 365 운영 엔지니어 모집,㈜클루커스,https://www.jobkorea.co.kr/Recruit/GI_Read/48457201?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5905&sc=630,서울 강남구 외 2,신입·경력1년↑,01/30
5905,[생각대로] 플랫폼개발팀 - 윈도우 프로그램 개발,주식회사 로지올,https://www.jobkorea.co.kr/Recruit/GI_Read/48498637?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5906&sc=630,서울 서초구,경력4년↑,02/27
5906,Salesforce Sales & Service Cloud Consultant(경력) 모집,㈜밀버스,https://www.jobkorea.co.kr/Recruit/GI_Read/48371933?Oem_Code=C1&logpath=1&stext=%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5907&sc=630,서울 강남구,경력5년↑,02/07
